graph_file,num_vertices,num_edges,max_flow,successful_runs,failed_runs,min_time,max_time,mean_time,median_time,stddev_time
1000v-30out-1min-1000max.txt,1002,30060,16189,10,0,0.09672337491065264,0.2206465839408338,0.13858083332888782,0.1294974166667089,0.034171223572104455
100v-30out-1min-1000max.txt,102,3060,13370,10,0,0.04687199997715652,0.1692568340804428,0.08129053344018758,0.07263700000476092,0.03370377324139177
1500v-30out-1min-1000max.txt,1502,45060,14829,10,0,0.11169004207476974,0.27334758383221924,0.16585480847861617,0.15565312490798533,0.043842303613993196
2000v-30out-1min-1000max.txt,2002,60060,13977,10,0,0.21835016715340316,0.40243458398617804,0.29668648343067616,0.2903044585837051,0.05681178917431539
2500v-30out-1min-1000max.txt,2502,75060,13994,10,0,0.30252799997106194,0.4226069578435272,0.35190827907063066,0.3462107499362901,0.03501716700364841
250v-30out-1min-1000max.txt,252,7560,13107,10,0,0.05527045810595155,0.10758724994957447,0.07188156661577523,0.06487920845393091,0.01864831498775671
3000v-30out-1min-1000max.txt,3002,90060,14613,10,0,0.3783163330517709,0.6526539160404354,0.4488549249479547,0.4322830205783248,0.07819042448970001
500v-30out-1min-1000max.txt,502,15060,15046,10,0,0.08523395890370011,0.13351629092358053,0.1079048665240407,0.10658531240187585,0.014795598967472122
