graph_file,num_vertices,num_edges,max_flow,successful_runs,failed_runs,min_time,max_time,mean_time,median_time,stddev_time
100s-100t-5p-1min-1000max.txt,202,5199,48044,1,0,0.7076568328775465,0.7076568328775465,0.7076568328775465,0.7076568328775465,0.0
50s-50t-5p-1min-1000max.txt,102,1312,25204,1,0,0.052883500000461936,0.052883500000461936,0.052883500000461936,0.052883500000461936,0.0
